contig_id	start	end	element_id	score	strand	upstreamType	downstreamType	int_profile_id	profile_ids	secondary	complex	set
AG-315-D17_c	1740021	1746466	eAG-315-D17_00478	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-J23_c	779403	786011	eAG-315-J23_00010	8	-	tRNA-Met(cat)-partial	None	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-315-M16_39	534	2977	eAG-315-M16_00733	8	+	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-331-C07_c	1061531	1067982	eAG-331-C07_00849	8	-	tRNA-Pro(tgg)-full	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-331-C07_c	1368573	1375072	eAG-331-C07_00171	8	+	tRNA-Arg(tct)-full	None	YR_IRVE-R	YR_IRVE-R	FALSE	FALSE	Tycheposon
AG-331-M18_c	1323566	1329991	eAG-331-M18_00811	8	+	tRNA-Arg(tct)-full	None	YR_IRVE-R	YR_IRVE-R	FALSE	FALSE	Tycheposon
AG-331-M18_c	1592709	1598562	eAG-331-M18_01141	8	-	tRNA-Ser(gct)-full	None	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
AG-335-A05_c	611877	618385	eAG-335-A05_00269	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-341-I22_c	432548	438741	eAG-341-I22_00358	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-347-I15_c	349149	355327	eAG-347-I15_01409	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-347-I22_c	592329	598803	eAG-347-I22_00099	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-355-B18_c	614651	621139	eAG-355-B18_00381	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-355-J04_29	0	1999	eAG-355-J04_01179	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-K20_c	1076867	1083290	eAG-355-K20_00014	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-M18_c	610894	617400	eAG-355-M18_00213	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-355-N02_c	354898	360848	eAG-355-N02_00380	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-N02_c	1074085	1080485	eAG-355-N02_01018	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-N18_48	0	2593	eAG-355-N18_01951	8	+	tRNA-Ser(tga)-partial	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-355-N18_c	358878	365056	eAG-355-N18_00588	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-N22_c	337487	343666	eAG-355-N22_01695	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-P11_c	353696	359874	eAG-355-P11_01804	8	+	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-P23_c	627768	634278	eAG-355-P23_00386	8	+	tRNA-Ser(tga)-partial	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-363-A03_c	1115243	1121694	eAG-363-A03_00598	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-B11_20	5414	12084	eAG-363-B11_01480	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-B19_c	1139634	1146274	eAG-363-B19_00903	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-C20_38	6462	12866	eAG-363-C20_01658	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-K07_c	709459	715991	eAG-363-K07_00877	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-363-P01_19	2687	6556	eAG-363-P01_01300	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-P01_29	0	1537	eAG-363-P01_01345	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-C09_c	1483841	1490341	eAG-402-C09_00805	8	+	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-402-G08_c	1152965	1159420	eAG-402-G08_01752	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-I05_c	820634	827176	eAG-402-I05_02179	8	-	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-402-I22_c	1114636	1121090	eAG-402-I22_01214	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-J18_26	0	2092	eAG-402-J18_01283	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-J18_41	0	2734	eAG-402-J18_01407	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-L19_c	1179810	1186235	eAG-402-L19_00347	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-L20_c	432626	438818	eAG-402-L20_01744	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-402-L23_c	599748	606291	eAG-402-L23_00840	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-402-P16_c	1140903	1147358	eAG-402-P16_01693	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-P16_c	1173631	1180153	eAG-402-P16_01553	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-B05_45	412	5490	eAG-409-B05_01880	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-B20_c	566996	573413	eAG-409-B20_00046	8	-	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-409-C21_c	71078	77466	eAG-409-C21_00835	8	-	tmRNA-partial	None	YR_IRVE-tm	YR_IRVE-tm	FALSE	FALSE	Tycheposon
AG-409-E23_c	1108023	1114495	eAG-409-E23_00608	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-G20_c	72410	78797	eAG-409-G20_00890	8	+	tmRNA-partial	None	YR_IRVE-tm	YR_IRVE-tm	FALSE	FALSE	Tycheposon
AG-409-G20_c	989221	995647	eAG-409-G20_01528	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-J03_c	1219747	1226392	eAG-409-J03_00642	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-J16_11	0	4859	eAG-409-J16_01840	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-L14_c	414285	420479	eAG-409-L14_01135	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-409-L14_c	791631	798200	eAG-409-L14_00838	8	-	tRNA-Pro(tgg)-full	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-O23_c	2234897	2241282	eAG-409-O23_00830	8	-	tmRNA-partial	None	YR_IRVE-tm	YR_IRVE-tm	FALSE	FALSE	Tycheposon
AG-412-A14_c	1082268	1088675	eAG-412-A14_01556	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-412-J13_25	10787	17283	eAG-412-J13_01847	8	+	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-412-J13_41	352	3169	eAG-412-J13_01988	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-412-J13_c	597470	603952	eAG-412-J13_00844	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-412-J13_c	1395634	1402097	eAG-412-J13_01882	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-418-M08_c	648451	654931	eAG-418-M08_00077	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-424-E20_c	803013	809633	eAG-424-E20_01331	8	-	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-432-K17_c	444171	450364	eAG-432-K17_00708	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-432-K17_c	1071117	1076735	eAG-432-K17_00564	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-J08_50	0	2254	eAG-436-J08_00758	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-O09_34	0	3561	eAG-436-O09_01202	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-442-N17_c	394255	400433	eAG-442-N17_00455	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-449-J16_c	1073928	1080374	eAG-449-J16_01243	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-459-A09_43	182	4203	eAG-459-A09_01743	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-459-J20_c	626886	633421	eAG-459-J20_00816	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-459-O03_c	361872	368049	eAG-459-O03_00583	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-463-I04_c	748317	754788	eAG-463-I04_00115	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-469-N22_c	364297	370475	eAG-469-N22_00696	8	+	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-670-J16_c	375586	382135	eAG-670-J16_00431	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-670-O07_23	3620	17362	eAG-670-O07_01399	8	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-670-O11_c	361833	368382	eAG-670-O11_00802	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-670-O17_33	735	7224	eAG-670-O17_01238	8	-	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-673-L20_53	0	1819	eAG-673-L20_01681	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-683-N17_c	702852	709188	eAG-683-N17_00429	8	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-686-J21_c	672757	679155	eAG-686-J21_01779	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-686-P08_c	361857	368418	eAG-686-P08_00669	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B241_526B17_c	1225380	1231168	eB241_526B17_00699	8	+	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
B241_528N8_c	596257	602751	eB241_528N8_00539	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
B241_529O19_c	1024250	1030671	eB241_529O19_01435	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B243_495N4_c	1206677	1212589	eB243_495N4_00773	8	-	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
HOT208_60m_808M21_c	1075331	1081755	eHOT208_60m_808M21_00734	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
HOT208_60m_813G15_c	349067	355245	eHOT208_60m_813G15_00487	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT0602_c	591892	598381	eMIT0602_01939	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0701_6	10662	17072	eMIT0701_00210	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0702_27	3479	9889	eMIT0702_01335	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0703_20	10612	17022	eMIT0703_01020	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1013_1	1147941	1154397	eMIT1013_01405	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1227_68	1118	7477	eMIT1227_01866	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1227_c	945801	952258	eMIT1227_00276	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1306_c	1100363	1106739	eMIT1306_00228	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1312_c	936332	942789	eMIT1312_02671	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1327_c	933816	940273	eMIT1327_01927	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1342_c	1877598	1884484	eMIT1342_02642	8	-	tRNA-Thr(tgt)-full	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT1418_50	0	5704	eMIT1418_01476	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9201_c	630624	637099	eMIT9201_01293	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
MIT9215_1	400987	407165	eMIT9215_00472	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9311_c	358608	364786	eMIT9311_00722	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9312_1	359397	365575	eMIT9312_00410	8	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
SB_c	625361	631835	eSB_00535	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
TMED223_4	0	4431	eTMED223_00064	8	-	tRNA-Leu(taa)-partial	None	YR_SM-P2	YR_SM-P2	FALSE	FALSE	cryptic
W02_c	620163	626813	eW02_00680	8	-	tRNA-Pro(tgg)-full	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
W04_c	593807	600278	eW04_00514	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
W11_c	1054692	1061230	eW11_00715	8	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-315-C08_14	2970	21487	eAG-315-C08_00589	7	+	None	None	YR_IRVE-4	YR_IRVE-4,YR_IRVE-4,YR_IRVE-4	FALSE	FALSE	cryptic
MIT1313_c	324720	348083	eMIT1313_00390	7	+	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-9,YR_IRVE-9	FALSE	TRUE	cryptic
MIT1318_c	324343	345029	eMIT1318_00151	7	+	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-9,YR_IRVE-9	FALSE	TRUE	cryptic
AG-402-B05_c	1355495	1361967	eAG-402-B05_00146	6.6	+	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-311-M23_c	362265	368440	eAG-311-M23_00341	6.4	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
AG-402-B05_c	1479347	1499726	eAG-402-B05_01698	6.4	+	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-5,YR_IRVE-5,SSR_IRVE-1	FALSE	TRUE	cryptic
AG-402-I22_c	1499559	1505367	eAG-402-I22_00914	6.4	+	tRNA-Ala(ggc)-partial	None	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-459-P07_c	1320191	1325667	eAG-459-P07_00978	6.4	+	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
W11_c	682697	688873	eW11_00687	6.4	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
AG-335-P02_c	348938	354675	eAG-335-P02_00525	6.2	-	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-402-L20_c	1813109	1819139	eAG-402-L20_01814	6.2	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
HOT208_60m_808A10_489	0	1763	eHOT208_60m_808A10_01006	6.2	-	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-321-M21_c	1152217	1157814	eAG-321-M21_00536	6	+	None	None	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-331-M18_c	60338	66682	eAG-331-M18_01020	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-335-D02_c	1468292	1476146	eAG-335-D02_00016	6	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-335-L06_c	61244	67618	eAG-335-L06_00193	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-347-G20_c	25901	33220	eAG-347-G20_01538	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
AG-347-I21_c	1493879	1500193	eAG-347-I21_01019	6	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-347-K17_c	1447043	1453351	eAG-347-K17_00547	6	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-355-B18_c	130845	140148	eAG-355-B18_01183	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-355-B18_c	1447725	1453997	eAG-355-B18_00693	6	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-355-L02_c	35459	45476	eAG-355-L02_01030	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-355-O19_c	1280658	1287134	eAG-355-O19_00082	6	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4	FALSE	FALSE	cryptic
AG-355-P18_c	35602	42078	eAG-355-P18_00671	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
AG-363-B04_c	1164549	1181968	eAG-363-B04_00551	6	+	None	None	YR_IRVE-P	YR_IRVE-P,hel_IRVE-VirE	FALSE	TRUE	Tycheposon
AG-363-C20_43	11	7650	eAG-363-C20_01723	6	+	None	None	YR_IRVE-P	YR_IRVE-P,hel_IRVE-VirE	FALSE	FALSE	Tycheposon
AG-363-N20_c	725691	732205	eAG-363-N20_01579	6	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-363-O06_c	329070	335578	eAG-363-O06_00991	6	-	None	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-388-B05_c	353993	360491	eAG-388-B05_00023	6	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-388-F11_c	687920	695948	eAG-388-F11_00442	6	-	None	None	YR_IRVE-7	YR_IRVE-7,lig_IRVE-NAD	FALSE	FALSE	cryptic
AG-402-B05_c	159155	181570	eAG-402-B05_00425	6	+	None	None	YR_IRVE-5	YR_IRVE-5,hel_IRVE-DnaB	FALSE	TRUE	cryptic
AG-402-I05_c	53298	59642	eAG-402-I05_01894	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-402-I05_c	152340	173765	eAG-402-I05_00627	6	+	None	None	YR_IRVE-5	YR_IRVE-5,hel_IRVE-DnaB	FALSE	TRUE	cryptic
AG-402-K05_c	341013	348064	eAG-402-K05_00251	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-402-K16_c	621415	629429	eAG-402-K16_01834	6	-	None	None	YR_IRVE-7	YR_IRVE-7,lig_IRVE-NAD	FALSE	FALSE	cryptic
AG-402-M15_c	35645	42703	eAG-402-M15_01726	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-402-P16_c	92292	100770	eAG-402-P16_00317	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-402-P18_c	1199859	1205959	eAG-402-P18_00570	6	+	None	None	YR_SM-P2	xis_IRVE-1,YR_SM-P2	FALSE	FALSE	cryptic
AG-409-O23_c	45846	54147	eAG-409-O23_00766	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
AG-418-C09_c	1049505	1055798	eAG-418-C09_01055	6	-	None	None	YR_IRVE-7	hel_IRVE-DnaB,YR_IRVE-7	FALSE	FALSE	cryptic
AG-432-B15_33	0	2434	eAG-432-B15_00959	6	-	None	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-432-B15_45	570	5936	eAG-432-B15_01118	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-432-B15_c	400300	424841	eAG-432-B15_00188	6	-	None	None	YR_IRVE-5	SSR_IRVE-1,YR_IRVE-5	FALSE	FALSE	cryptic
AG-432-B15_c	567081	573998	eAG-432-B15_00781	6	+	None	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-D21_c	59165	65539	eAG-436-D21_00467	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-442-D10_c	1465275	1471842	eAG-442-D10_00595	6	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-449-C14_c	46637	53041	eAG-449-C14_00428	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-449-P16_c	61489	67896	eAG-449-P16_00800	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-2	FALSE	FALSE	cryptic
AG-455-E15_c	1119804	1126139	eAG-455-E15_00024	6	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-463-J16_c	330472	335874	eAG-463-J16_00610	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-463-L06_c	2288771	2295340	eAG-463-L06_00635	6	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4	FALSE	FALSE	cryptic
AG-670-J16_c	119668	128133	eAG-670-J16_01484	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
AG-673-K21_c	117239	123951	eAG-673-K21_00477	6	-	None	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-683-N17_c	329923	336834	eAG-683-N17_00064	6	-	None	None	LSR_IRVE	lig_IRVE-NAD,LSR_IRVE	FALSE	FALSE	Tycheposon
B241_529O19_c	54180	60659	eB241_529O19_00060	6	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4	FALSE	FALSE	cryptic
B243_496G15_c	638896	646929	eB243_496G15_00383	6	-	None	None	YR_IRVE-7	YR_IRVE-7,lig_IRVE-NAD	FALSE	FALSE	cryptic
B243_498G3_267	0	6094	eB243_498G3_01076	6	-	None	None	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
B245a_518O7_c	35619	42677	eB245a_518O7_00187	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-1	FALSE	FALSE	cryptic
